employee_id,gender,height,waist,salary,dob,death
1151947,f,1.67,1.17,90823.00,1973-05-11,2005-07-29
6420215,m,1.85,1.14,66979.00,1955-10-11,1977-06-16
6800914,m,1.80,1.33,22642.00,1949-06-19,1971-10-31
8155387,f,1.65,1.27,93407.00,1981-06-09,2011-05-06
0413230,f,1.65,1.65,78377.00,1978-11-24,2007-05-28
1177429,f,1.68,1.08,79179.00,1945-04-21,1978-10-15
6215246,f,1.74,1.88,60566.00,1955-05-06,1970-03-26
4244620,f,1.68,1.38,97396.00,1968-09-22,2002-12-11
1990865,f,1.64,0.73,94293.00,1961-11-12,1998-02-14
9250571,m,1.73,1.24,66187.00,1946-06-09,1969-08-18
9650542,m,1.66,1.06,35144.00,1956-07-26,1980-10-02
5045427,f,1.61,1.37,45880.00,1946-02-13,1964-07-18
3021452,f,1.61,1.29,88041.00,1951-02-21,1985-03-12
3134160,f,1.80,1.28,64378.00,1954-09-19,1973-07-28
5925417,m,1.69,0.84,20742.00,1952-10-04,1979-09-11
8682847,m,1.84,1.24,37492.00,1960-07-23,1990-05-04
1709607,f,1.54,1.02,87954.00,1971-02-06,2000-11-05
7367810,m,1.67,1.17,61960.00,1971-03-15,1992-06-29
5273395,m,1.77,1.38,62221.00,1949-08-15,1967-12-01
4902801,m,1.84,1.18,51385.00,1954-08-18,1978-11-03
3675332,f,1.66,1.00,41685.00,1958-03-13,1980-03-09
5631815,m,1.82,1.18,72184.00,1976-10-18,2001-12-04
8103499,f,1.67,1.20,50528.00,1969-03-17,1993-03-14
0734716,f,1.76,1.47,53395.00,1958-08-21,1977-10-15
5507465,m,1.86,1.62,44695.00,1965-03-01,1987-08-03
0818967,f,1.65,1.31,89100.00,1948-12-03,1982-05-04
9620504,m,1.78,0.95,74804.00,1979-07-24,2009-06-10
4766949,f,1.68,1.14,48512.00,1953-11-11,1977-05-12
2061555,m,1.80,0.99,63281.00,1974-07-13,2000-07-08
8662245,m,1.77,1.37,52604.00,1972-08-13,1992-11-23
8066408,m,1.76,1.33,91329.00,1971-10-31,2004-04-04
8295518,m,1.83,1.33,69184.00,1954-04-13,1979-12-11
9162458,m,1.83,1.41,60084.00,1973-04-30,1996-11-02
7051517,f,1.52,1.48,90393.00,1945-04-27,1973-01-23
1154158,m,1.88,1.49,51599.00,1954-01-06,1975-10-21
4159874,f,1.57,1.05,87748.00,1961-08-02,1997-01-09
1478497,f,1.64,1.19,56118.00,1955-10-30,1976-11-07
4937706,f,1.70,1.11,47684.00,1965-03-01,1985-08-24
3498552,m,1.70,1.23,85565.00,1962-10-05,1997-07-30
4800913,m,2.01,1.74,80914.00,1963-08-30,1999-07-20
0422549,m,1.82,1.15,56270.00,1956-10-16,1984-08-13
0108621,m,1.72,0.99,77379.00,1973-11-29,2010-05-01
6724735,m,1.86,1.34,70569.00,1980-07-23,2002-03-28
4281198,m,1.81,1.28,40477.00,1980-01-21,1999-10-11
1783219,f,1.53,0.98,68846.00,1966-03-03,1990-04-02
7484258,m,1.84,1.30,65698.00,1976-08-25,2001-12-27
0370731,f,1.69,1.64,57751.00,1946-06-03,1963-08-28
0140517,f,1.58,1.15,64883.00,1972-04-22,1993-11-13
5912577,f,1.54,0.95,60651.00,1959-10-27,1984-01-09
1647858,f,1.48,1.20,87517.00,1962-07-24,1997-07-17
0657251,m,1.83,1.36,93697.00,1968-12-22,2002-09-17
8440612,m,1.70,1.51,50650.00,1981-04-10,2000-02-02
1191889,m,1.69,1.25,74458.00,1952-11-02,1974-03-09
7792281,f,1.75,1.23,80340.00,1964-03-18,2000-12-04
7045324,f,1.68,1.12,81176.00,1947-11-13,1983-07-29
5238520,m,1.75,1.13,57397.00,1955-10-25,1976-06-07
5352974,f,1.55,1.11,61837.00,1979-10-17,2001-12-19
9440693,f,1.53,0.96,65676.00,1957-08-08,1979-08-18
6493015,f,1.60,1.06,59901.00,1971-11-02,1995-02-13
9609514,m,1.71,1.26,99373.00,1982-08-06,2014-06-25
3350252,f,1.70,1.32,75978.00,1980-12-15,2011-05-18
4506119,m,1.77,1.39,60271.00,1970-02-17,1984-11-26
1391624,m,1.74,1.22,52167.00,1963-12-08,1989-07-02
6081458,f,1.73,1.09,58831.00,1969-06-12,1992-01-04
4679653,m,1.69,0.88,94229.00,1969-07-02,2010-11-11
4477388,m,1.59,0.85,37889.00,1945-07-12,1971-09-10
8586742,f,1.60,0.92,40538.00,1955-05-04,1985-03-06
2346723,f,1.58,0.95,44242.00,1948-07-04,1971-07-13
1934932,m,1.88,1.31,80204.00,1975-10-07,2009-05-02
5198027,m,1.75,1.17,55645.00,1976-03-31,2001-12-27
0276681,f,1.82,1.12,65363.00,1980-08-09,2004-08-07
3094613,f,1.78,1.05,46905.00,1945-11-04,1968-12-22
2178536,f,1.61,1.09,60640.00,1973-05-13,1995-11-26
7667910,f,1.54,0.93,67374.00,1979-01-12,2000-09-04
0329383,m,1.80,1.53,56936.00,1967-11-19,1989-03-18
0490915,f,1.55,1.09,69607.00,1980-05-12,2007-05-30
3484917,,1.59,0.80,57480.00,1970-09-14,1995-11-18
2290136,f,1.51,1.20,89499.00,1946-04-26,1974-04-28
0534435,m,1.81,1.82,65876.00,1957-02-25,1976-02-06
2751403,m,1.83,1.18,73199.00,1979-04-20,2007-03-16
7528557,f,1.64,0.85,64455.00,1970-02-28,1998-01-05
2650860,f,1.55,0.97,65747.00,1953-11-30,1975-09-04
6827865,f,1.64,1.01,68275.00,1963-04-13,1983-04-26
2760659,m,1.90,1.48,61957.00,1949-12-15,1969-03-26
1882568,f,1.66,1.25,79696.00,1955-10-18,1987-08-09
9934422,m,1.78,1.14,48972.00,1961-12-02,1981-10-26
8486949,f,1.64,0.92,53923.00,1960-08-05,1987-06-01
5273862,m,1.72,0.85,77549.00,1959-05-15,1992-01-23
7474296,m,1.75,0.70,49354.00,1975-03-03,2004-08-08
4300549,m,1.80,1.31,28338.00,1948-01-27,1968-05-15
4761809,m,1.84,1.22,81447.00,1974-06-17,2010-08-11
8864675,f,1.55,1.09,34588.00,1950-12-28,1974-05-17
0775193,m,1.88,1.43,60516.00,1952-02-15,1972-08-14
4033169,f,1.70,1.62,,1948-02-17,1971-01-04
5350746,f,1.79,1.49,60237.00,1952-02-09,1975-07-06
4585808,m,1.78,0.96,88225.00,1975-01-21,2011-05-24
9801352,m,1.86,1.35,76694.00,1960-06-28,1995-03-13
0816334,f,1.62,0.85,86151.00,1964-01-14,1999-12-29
4515257,m,1.86,1.35,95846.00,1975-06-25,2009-10-01
7733225,f,1.51,0.84,66237.00,1971-12-24,1996-01-11
2750237,m,1.72,1.10,34736.00,1953-02-09,1980-05-15
0383285,f,1.65,1.62,102643.00,1968-02-13,1995-03-09
9885666,m,1.72,1.23,65667.00,1953-08-04,1975-05-01
4472595,f,1.65,1.42,73955.00,1982-01-17,2008-10-06
4451235,f,1.58,0.93,79448.00,1958-05-27,1995-05-01
7838214,m,1.72,1.07,56138.00,1973-08-22,1994-05-31
1872900,f,1.49,0.76,58002.00,1946-03-16,1976-04-20
4739548,f,1.44,0.71,55305.00,1956-08-16,1988-08-22
6584471,m,1.76,1.05,68510.00,1983-02-06,2006-03-12
4294607,m,1.78,1.42,68794.00,1949-07-24,1970-05-06
0435295,m,1.92,1.34,45993.00,1963-01-30,1984-08-03
1324058,f,1.70,1.38,34188.00,1969-01-01,1991-08-18
1342572,f,1.80,1.68,36641.00,1958-09-07,1976-09-03
9148255,f,1.56,1.01,50964.00,1962-04-02,1986-07-12
7285243,m,1.79,1.15,88221.00,1970-03-15,2001-11-05
1314028,f,1.59,1.22,69399.00,1959-11-12,1979-05-04
3626923,f,1.49,0.77,57386.00,1948-10-22,1983-09-10
2294961,m,1.92,1.11,41822.00,1954-09-24,1980-07-06
3469089,m,1.78,1.13,58004.00,1962-12-30,1985-09-03
5181538,m,1.75,1.12,66019.00,1975-08-02,2000-03-14
5963185,m,1.74,0.81,18565.00,1954-04-05,1980-02-25
3845894,m,1.83,1.11,41296.00,1984-11-23,2007-09-01
8625311,m,1.89,1.67,74017.00,1970-11-24,1990-09-08
0589209,f,1.67,1.21,83341.00,1957-04-22,1988-05-18
9928221,f,1.58,0.77,80097.00,1984-09-24,2022-05-05
5255652,m,1.80,0.85,70122.00,1959-07-17,1988-10-01
9960917,f,1.60,1.02,66159.00,1947-06-07,1968-07-16
5487037,f,1.71,1.10,68200.00,1981-05-23,2009-08-13
1031434,f,1.73,1.42,28358.00,1979-09-19,2001-05-06
3455222,f,1.59,1.44,71097.00,1981-05-13,2001-12-22
4130198,m,1.71,1.12,38934.00,1966-08-08,1991-02-12
4660045,f,1.71,1.31,86110.00,1954-08-24,1986-06-13
1261038,m,1.99,1.23,43786.00,1946-06-04,1973-03-10
0582774,m,1.88,1.71,68024.00,1948-01-24,1967-12-14
7162350,m,1.74,1.47,61994.00,1954-07-25,1975-04-14
2096494,f,1.63,1.58,77466.00,1954-10-23,1990-02-05
0928541,f,1.77,1.15,64266.00,1958-06-03,1979-05-15
4184331,m,1.87,0.91,58190.00,1975-09-15,2007-10-09
3999268,m,1.79,1.43,85975.00,1959-09-15,1993-12-03
6944825,m,1.62,1.33,95595.00,1978-01-01,2007-03-08
2646905,m,1.69,1.09,51649.00,1956-02-17,1982-04-15
1625953,m,1.73,1.36,98691.00,1956-07-20,1991-07-05
4784777,m,1.81,1.20,105168.00,1978-08-17,2009-06-13
5451886,m,1.76,1.15,57278.00,1957-07-02,1981-04-03
5442048,f,1.56,0.99,57355.00,1949-09-27,1971-06-30
1793190,f,1.58,1.28,72618.00,1972-12-19,1998-05-24
2460790,m,1.73,1.16,75944.00,1959-01-20,1984-05-17
0728860,f,1.49,0.63,71863.00,1980-06-18,2012-03-23
2612794,f,1.66,1.74,61448.00,1975-03-11,1991-10-19
8849863,f,1.65,1.02,61401.00,1977-04-30,2001-10-31
7139033,f,1.65,1.22,57570.00,1957-07-21,1977-04-07
9894737,f,1.60,0.81,60387.00,1946-09-10,1977-08-05
2282788,f,1.57,0.86,64457.00,1981-12-29,2007-08-29
6625170,f,1.66,1.35,61853.00,1981-01-23,1999-11-20
9526513,m,1.83,1.76,54095.00,1950-12-25,1965-10-04
4993226,f,1.60,1.15,72477.00,1973-02-27,1996-03-26
2006403,m,1.72,1.06,43161.00,1980-09-17,2000-07-25
6227150,f,1.82,1.41,74587.00,1953-05-19,1973-04-03
7802701,f,1.59,1.21,67710.00,1948-04-06,1971-11-27
8935048,f,1.41,0.78,46927.00,1949-05-19,1975-12-06
0687437,m,1.84,1.59,65921.00,1983-08-01,2005-05-31
0590782,m,1.72,1.36,50681.00,1952-05-24,1969-09-30
5543418,m,1.80,1.28,39095.00,1957-07-30,1977-03-18
9374981,f,1.64,1.25,47920.00,1957-08-10,1983-03-16
8708871,m,1.86,1.05,42170.00,1974-05-30,2000-08-02
9614025,m,1.70,0.96,39600.00,1971-07-12,1994-12-12
3197828,m,1.80,1.47,60744.00,1956-07-13,1979-09-07
3946643,f,1.76,0.88,45610.00,1978-08-09,2009-10-15
8577202,m,1.64,1.00,71995.00,1972-02-17,1997-06-30
2920746,f,1.46,1.36,69873.00,1948-07-07,1973-01-27
3759707,m,1.82,1.39,49092.00,1973-11-25,1994-04-30
3020726,m,1.80,1.21,73361.00,1966-03-14,1989-10-22
1266528,m,1.82,1.07,88995.00,1979-04-20,2020-08-30
2770409,m,1.71,1.27,55885.00,1981-05-25,2001-11-21
1915588,f,1.52,0.82,113979.00,1956-02-17,1993-02-08
9044003,f,1.73,1.52,90254.00,1959-03-06,1989-04-06
0707051,m,1.75,1.48,74810.00,1981-01-20,1999-11-15
6995859,f,1.57,0.95,69314.00,1980-12-01,2005-05-08
0707397,f,1.60,0.94,73700.00,1952-06-10,1985-09-23
8860301,f,1.62,0.96,58946.00,1958-03-17,1983-08-18
1116346,m,1.81,1.34,77457.00,1974-06-07,2006-09-03
8305517,f,1.63,1.17,24632.00,1967-04-05,1991-10-11
0578897,m,1.81,0.87,57423.00,1964-05-11,1993-09-10
6370869,f,1.67,1.80,85149.00,1970-02-10,1998-11-23
8748109,f,1.63,1.26,97602.00,1959-12-28,1995-08-22
1333106,m,1.86,1.26,40361.00,1957-12-17,1977-09-28
3512897,f,1.58,1.15,55747.00,1952-02-27,1975-12-07
9097033,m,1.86,1.40,59591.00,1946-12-24,1971-02-16
9544240,f,1.50,0.93,73981.00,1981-05-04,2004-09-06
0557116,m,1.95,1.10,33651.00,1952-07-25,1979-05-17
6199875,m,1.97,1.80,64878.00,1961-12-08,1977-10-20
1262720,f,1.66,0.94,42268.00,1971-02-25,1996-03-12
9538295,m,1.82,1.02,89997.00,1958-03-31,1993-11-21
9827612,f,1.60,1.10,35271.00,1946-01-30,1976-05-20
2103506,f,1.70,1.22,71713.00,1977-02-26,2003-05-10
8539645,m,1.74,1.44,10758.00,1969-09-16,1991-06-27
9538995,f,1.68,1.11,71826.00,1965-09-30,1989-09-07
8491299,f,1.47,1.15,86508.00,1984-12-17,2013-04-28
0411471,f,1.55,1.16,91508.00,1953-12-24,1988-04-27
3602484,f,1.53,0.94,76772.00,1951-06-01,1985-09-13
0781193,m,1.86,1.20,44221.00,1959-05-12,1987-06-08
9183907,m,1.83,1.44,34479.00,1959-08-10,1984-12-27
3237514,m,1.67,1.27,65299.00,1981-01-19,2005-08-06
7832845,f,1.77,1.11,46410.00,1950-05-06,1978-07-22
0945848,f,1.62,1.14,70024.00,1983-08-24,2004-07-16
0391149,f,1.74,1.29,93633.00,1963-03-28,1994-05-26
4602107,m,1.76,1.21,85995.00,1960-07-27,1994-11-06
7451168,f,1.79,1.03,63657.00,1965-01-27,1993-09-15
3062745,f,1.67,1.17,75335.00,1968-07-11,1997-11-13
0883700,f,1.66,0.92,65583.00,1949-04-19,1976-03-27
4941668,f,1.65,0.74,55544.00,1951-04-26,1981-09-27
8988156,f,1.72,1.13,47312.00,1976-06-29,1999-12-04
7552565,m,1.77,1.00,78762.00,1949-05-29,1992-01-28
8073356,m,1.72,1.46,25022.00,1977-12-31,1999-03-07
3966784,f,1.72,1.32,86376.00,1963-02-02,1991-01-12
4317805,f,1.63,1.65,67846.00,1976-11-03,1993-10-26
8681875,m,1.86,1.21,53599.00,1945-01-13,1973-01-18
6945004,f,1.79,1.30,43079.00,1973-12-06,2000-10-29
3112580,m,1.72,1.30,59725.00,1958-11-03,1982-02-04
9297826,f,1.74,1.06,68888.00,1982-12-23,2004-10-26
2706766,m,1.75,1.29,29643.00,1971-11-10,1991-03-31
1292996,male,1.81,1.18,84137.00,1953-09-05,1992-01-27
9324428,m,1.68,0.87,64208.00,1976-09-25,2005-11-24
6590609,f,1.52,0.93,67310.00,1946-07-06,1973-04-21
1825035,f,1.57,1.02,49352.00,1968-07-29,1996-09-12
5138433,m,1.73,1.24,55675.00,1950-10-03,1971-09-30
3856259,f,1.69,1.17,43426.00,1962-11-17,1983-07-31
2603186,f,1.62,1.05,47614.00,1945-04-14,1969-03-16
2241444,f,1.53,1.24,60066.00,1967-04-12,1988-04-20
2521877,f,1.57,1.31,81577.00,1950-03-01,1981-10-30
6032837,f,1.60,1.00,69107.00,1955-08-09,1984-03-16
3821522,m,1.77,1.15,85960.00,1957-02-20,1995-06-29
3607145,f,1.67,1.28,34791.00,1977-06-23,1996-11-13
7564904,m,1.86,1.13,33903.00,1972-04-23,2000-03-30
3888275,f,1.68,1.30,55938.00,1969-09-25,1993-06-08
9442446,f,1.56,0.89,45289.00,1963-02-27,1985-05-21
0336782,f,1.53,0.86,58121.00,1984-10-10,2012-08-26
7498319,m,1.61,1.27,65116.00,1964-01-01,1988-10-29
7521294,m,1.81,1.44,74246.00,1946-01-01,1964-05-24
4570186,m,1.90,1.48,99172.00,1956-06-16,1989-01-30
8940443,f,1.63,1.35,47180.00,1979-11-18,2000-01-17
7294416,f,1.74,1.28,85459.00,1963-02-25,1995-04-29
0380394,m,1.74,1.28,42197.00,1954-11-06,1977-06-06
3737246,m,1.92,1.46,98729.00,1960-04-23,1989-12-25
0656858,f,1.72,1.30,30228.00,1979-09-08,1999-02-28
2915634,m,1.73,1.08,61530.00,1980-01-28,1998-10-31
8168230,f,1.63,1.12,34839.00,1951-10-27,1976-05-08
5830994,m,1.76,0.86,43646.00,1952-03-01,1982-02-17
8697847,f,1.59,1.13,39004.00,1969-09-06,1994-02-19
1684043,m,1.77,1.20,101244.00,1981-05-05,2014-03-01
7248271,m,1.84,1.17,62119.00,1973-09-26,1999-02-05
0493507,m,1.76,1.65,90058.00,1951-05-22,1979-11-21
3600762,f,1.52,0.97,69411.00,1976-11-09,2001-03-12
0137268,m,1.72,0.99,111673.00,1964-03-10,1998-06-22
2887768,f,1.56,1.26,83463.00,1976-12-17,2010-08-07
9606215,m,1.73,1.39,34862.00,1955-08-09,1979-02-21
3052253,m,1.79,1.20,74359.00,1967-06-16,1987-03-23
0961085,m,1.88,1.32,82912.00,1970-02-17,2002-12-17
0749560,f,1.68,0.80,38893.00,1965-05-30,1994-03-30
6745296,f,1.62,0.81,41621.00,1957-12-18,1987-04-11
5840489,f,1.75,1.16,74636.00,1962-03-29,1986-03-14
8753434,f,1.56,1.14,65993.00,1978-07-12,2006-06-04
9260043,m,1.77,2.09,58419.00,1961-11-11,1973-11-04
0761627,f,1.65,1.43,74809.00,1963-10-30,1980-08-16
1224436,f,1.69,1.24,47693.00,1963-05-06,1982-05-20
7849900,f,1.55,0.67,68042.00,1969-05-30,2001-04-24
5832876,f,1.65,1.16,57303.00,1955-06-28,1974-07-16
5570615,f,1.59,1.11,51110.00,1976-09-10,1998-12-04
1190706,m,1.89,0.86,91277.00,1973-10-15,2017-08-13
6957208,f,1.75,1.35,65427.00,1962-11-30,1986-12-13
2283405,f,1.79,1.07,72045.00,1949-08-31,1976-05-09
7637746,m,1.74,1.65,67760.00,1958-07-14,1977-02-18
8692214,m,1.67,1.18,68974.00,1961-01-19,1982-09-20
1881511,f,1.61,1.08,63071.00,1960-12-13,1985-02-01
7694688,f,1.70,1.08,70509.00,1974-07-23,1999-09-27
2713687,m,1.81,1.62,76675.00,1961-06-14,1991-06-23
7838568,f,1.76,1.22,65397.00,1962-10-17,1987-03-24
3006618,f,1.59,0.94,45483.00,1969-08-17,1995-08-30
8725800,m,1.95,1.48,54230.00,1953-03-08,1975-05-24
8063158,m,1.65,1.05,29275.00,1968-03-06,1997-02-02
8147272,f,1.46,0.76,78784.00,1976-07-19,2020-07-21
6958102,f,1.63,1.25,91744.00,1972-06-28,2005-07-12
5383611,f,1.66,1.13,115522.00,1973-12-12,2009-10-10
4939042,m,1.73,1.08,43541.00,1961-05-20,1981-12-12
7989861,m,1.77,1.54,73765.00,1957-12-13,1979-03-11
0366818,f,1.54,1.54,82370.00,1977-03-15,2006-08-12
3134204,f,1.74,1.54,36016.00,1974-09-10,1994-07-20
1821873,m,1.77,1.22,74476.00,1964-11-29,1983-08-18
7938996,f,1.51,1.25,63306.00,1982-04-07,2008-04-09
6311994,f,1.69,1.17,78741.00,1980-11-21,2019-11-19
3894118,f,1.67,1.56,77182.00,1947-04-25,1981-09-21
9849160,m,1.90,1.68,62290.00,1978-05-21,1998-11-24
8304252,m,1.83,1.35,60826.00,1972-09-20,1997-01-01
9575115,f,1.76,1.22,71875.00,1974-11-16,1991-12-12
9048158,f,1.46,0.93,81822.00,1965-12-21,2001-02-09
3837320,f,1.56,0.90,87265.00,1967-10-11,2005-03-16
7151675,m,1.81,1.71,80217.00,1979-12-15,2005-05-27
1032154,m,1.83,1.31,56419.00,1946-03-30,1969-05-30
7013266,m,1.74,1.22,78686.00,1983-01-31,2015-06-25
1903075,f,1.65,1.00,88459.00,1950-09-02,1988-12-09
4292060,m,1.78,1.20,62154.00,1983-10-29,2007-06-13
8520474,,1.72,1.42,65870.00,1945-03-22,1964-07-12
7336888,f,1.55,1.28,79134.00,1981-09-10,2011-09-27
5038875,f,1.75,1.41,69109.00,1946-07-08,1966-04-23
1657863,f,1.59,1.18,40541.00,1983-07-21,2009-10-12
0280128,m,1.82,1.46,59564.00,1957-03-25,1977-01-24
0588263,m,1.88,1.18,58468.00,1963-06-10,1981-05-14
7931197,f,1.63,1.02,77897.00,1958-01-06,1990-12-27
0255773,m,1.95,1.11,48427.00,1979-04-24,2003-02-21
2066008,m,1.81,1.12,55449.00,1965-08-22,1988-10-12
1554783,f,1.71,1.30,90225.00,1979-10-18,2013-08-14
2275915,m,1.71,0.90,24628.00,1980-05-11,2008-12-07
3944676,m,1.67,1.04,94633.00,1975-01-14,2010-12-09
5392447,f,1.57,1.21,50285.00,1981-06-06,2002-04-14
6942105,f,1.76,1.34,72436.00,1966-11-24,1987-07-14
9616364,m,1.77,1.45,12836.00,1960-04-17,1976-05-22
7194408,m,1.72,1.34,67909.00,1945-09-23,1968-07-10
2372474,m,1.77,1.41,61640.00,1982-01-24,2004-09-10
3298822,f,1.55,0.77,43906.00,1972-12-05,2002-10-02
7167458,f,1.52,1.10,59506.00,1972-02-02,1992-11-20
4046031,f,1.67,1.00,40954.00,1981-06-16,2015-08-01
1407449,m,1.81,1.21,62841.00,1980-07-06,2002-09-08
4627448,m,1.88,1.52,46042.00,1970-06-09,1994-01-02
6594555,m,1.78,1.35,24813.00,1977-02-27,1997-07-29
3936546,f,1.60,1.29,41669.00,1970-04-27,1992-07-30
3218950,f,1.70,1.28,82553.00,1982-11-11,2014-12-03
1697225,f,1.60,0.79,87768.00,1968-01-16,2008-09-10
5082180,m,1.62,1.27,62022.00,1978-06-14,2001-12-24
8278218,f,1.64,1.35,19226.00,1962-08-02,1987-07-31
4413040,m,1.76,1.51,84528.00,1956-05-09,1985-06-11
0668072,m,1.87,1.04,55079.00,1955-09-30,1984-05-18
7568471,f,1.59,1.18,49647.00,1966-06-18,1984-10-11
9627929,f,1.69,1.04,61788.00,1982-06-04,2008-08-08
0518475,m,1.96,1.49,74913.00,1982-12-17,2007-05-09
9290196,f,1.68,1.20,69754.00,1978-01-07,2001-09-22
7293839,m,1.83,1.27,80026.00,1974-08-10,2007-12-21
2950638,m,1.77,0.92,82767.00,1955-09-27,1995-11-22
8981572,m,1.84,1.26,54889.00,1978-02-23,2001-06-07
6741070,m,1.73,1.07,87787.00,1975-08-18,2011-01-18
4161704,m,1.82,1.36,57528.00,1955-02-05,1978-09-29
1504085,f,1.78,1.10,70709.00,1974-12-19,2001-11-03
5365290,f,1.69,1.02,44719.00,1953-04-13,1978-06-03
4887630,m,1.80,1.30,54599.00,1969-01-01,1992-12-10
9521644,m,1.83,1.19,69150.00,1954-01-04,1977-10-12
8902649,f,1.78,0.96,53569.00,1956-02-22,1984-08-30
2550108,f,1.64,1.32,110172.00,1959-09-08,1986-08-26
8030738,f,1.58,1.16,62088.00,1959-05-13,1986-01-02
4448346,m,1.71,1.18,64943.00,1955-07-16,1979-04-04
5607038,m,1.78,1.03,51351.00,1962-10-04,1990-07-12
9677552,f,1.78,1.43,112119.00,1973-07-02,2000-04-10
7524957,f,1.56,0.78,70573.00,1973-04-29,1998-10-08
9847333,m,1.77,1.56,58546.00,1970-08-04,1988-11-22
0831300,f,1.61,1.23,47732.00,1974-02-07,1997-01-04
4493747,m,1.86,1.49,75881.00,1946-02-27,1981-06-26
3224822,m,1.82,0.82,25740.00,1954-10-03,1986-09-29
0961862,f,1.62,1.35,65742.00,1964-12-03,1982-06-14
6242552,f,1.65,1.49,55628.00,1967-12-21,1989-07-13
3442348,f,1.51,1.19,40325.00,1957-03-01,1978-12-30
7508498,f,1.62,0.85,53122.00,1978-10-30,2009-06-22
6763933,m,1.84,1.11,69745.00,1958-11-22,1981-06-06
9362707,f,1.64,1.13,108788.00,1959-07-25,1989-06-29
0902668,f,1.53,1.17,51806.00,1956-01-31,1976-09-11
6194836,f,1.51,0.87,73891.00,1948-06-22,1975-05-10
8676939,m,1.65,1.41,72038.00,1946-11-30,1971-04-27
7473968,m,1.75,1.35,70250.00,1946-01-26,1967-09-16
9919275,f,1.70,1.67,59536.00,1971-08-04,1990-09-23
1397378,m,1.85,1.21,72385.00,1969-02-04,1995-01-21
5423195,m,1.81,1.44,61319.00,1971-02-23,1993-02-18
3459450,m,1.88,1.27,22417.00,1970-10-23,1995-04-02
3408962,m,1.77,0.84,72215.00,1963-03-19,1997-04-13
5786833,m,1.83,0.98,83628.00,1970-02-05,2007-12-11
5212906,m,1.70,0.98,54216.00,1971-04-15,1997-01-20
0396473,f,1.50,1.05,54662.00,1956-09-05,1979-04-26
9642380,f,1.65,0.97,64594.00,1951-04-30,1977-02-22
6821566,m,1.77,1.04,78460.00,1951-11-20,1988-07-04
8762207,f,1.51,1.03,60948.00,1959-03-16,1980-02-16
2807532,m,1.72,1.30,32718.00,1979-03-05,2001-07-12
0708906,f,1.62,0.77,49494.00,1962-12-15,1994-01-23
6103980,f,1.75,1.19,31491.00,1949-12-30,1975-10-18
7341756,f,1.69,0.93,20247.00,1980-12-10,2007-06-20
7720910,m,1.84,1.09,28132.00,1958-01-09,1980-09-14
6294998,m,1.75,0.92,53930.00,1945-06-07,1973-10-30
3860480,m,1.85,1.44,37037.00,1977-01-27,1998-09-16
2417621,f,1.49,1.22,84562.00,1963-04-30,1992-07-05
7003747,m,1.80,1.50,83283.00,1948-08-25,1977-09-28
0546396,f,1.60,1.05,62906.00,1974-09-02,1999-04-03
8895384,f,1.57,1.22,76572.00,1960-01-17,1986-11-29
1400170,f,1.61,0.94,105168.00,1970-07-19,2002-06-03
7725252,,1.81,1.27,68691.00,1980-01-24,1998-11-29
7383056,m,1.85,1.28,92953.00,1968-04-22,2001-12-03
0237753,m,1.80,1.42,98527.00,1954-08-22,1989-02-17
6356720,m,1.91,1.53,,1957-10-09,1980-06-23
9212014,m,1.88,1.67,33297.00,1977-01-10,1999-05-19
0366755,f,1.64,1.55,66758.00,1971-04-03,1989-03-11
5034827,f,1.55,1.08,60365.00,1960-06-03,1987-07-20
7082635,m,1.62,0.73,29155.00,1979-09-03,2010-12-22
6494146,m,1.75,1.00,27568.00,1982-04-04,2008-02-24
5351757,m,1.73,0.92,44824.00,1952-12-12,1981-12-08
8719312,m,1.80,1.08,63331.00,1958-12-10,1981-02-01
9426166,m,1.90,1.20,86608.00,1965-09-25,1998-07-26
9314098,m,1.74,1.22,67903.00,1947-09-11,1970-12-13
0208593,m,1.68,1.46,64171.00,1955-10-09,1977-03-25
8453602,f,1.74,1.28,58820.00,1977-11-08,1996-02-12
0254336,m,1.81,1.69,50497.00,1972-08-09,1990-01-19
8637001,m,1.77,0.89,90130.00,1946-04-14,1984-07-17
4670935,m,1.72,1.00,63857.00,1968-08-28,1989-02-05
4666025,f,1.64,1.19,67607.00,1975-01-17,2001-10-27
4962039,m,1.81,1.21,99387.00,1957-11-17,1988-07-16
9703974,f,1.80,1.46,43244.00,1956-05-30,1978-01-15
6347514,m,1.79,0.98,40334.00,1966-05-03,1998-10-20
4994421,f,1.70,0.71,52670.00,1948-03-27,1979-10-31
3341316,m,1.83,1.26,40566.00,1960-10-31,1984-04-07
4494026,f,1.39,1.04,85302.00,1981-01-08,2010-06-30
4263153,f,1.67,0.92,74160.00,1968-03-27,1996-09-08
7896757,m,1.79,0.90,47139.00,1949-01-28,1979-09-27
8310317,m,1.76,1.16,79720.00,1970-04-10,2004-02-04
9209725,f,1.64,1.01,73415.00,1954-02-21,1980-08-07
4858829,m,1.95,1.58,70902.00,1957-02-05,1976-05-15
0133750,f,1.70,1.48,61960.00,1979-10-12,2002-09-22
4541358,f,1.57,0.97,59503.00,1959-02-09,1985-05-12
0571392,f,1.71,0.87,78427.00,1969-09-28,2005-06-29
2140395,m,1.80,1.75,43325.00,1972-10-12,1997-08-15
3266233,m,1.91,0.99,63205.00,1959-04-17,1988-04-09
